,node1,node2,weight
743,acknowledgement,admission,0.4078909167902615
744,acknowledgement,acceptance,0.4078909167902615
745,romper,garment,0.4078909167902615
746,romper,person,0.4078909167902615
747,enfolding,cocoon,0.020528512512496384
748,enfolding,change,0.30250000000000005
749,antifeminist,chauvinist,0.55
750,omniscience,wisdom,0.30250000000000005
751,ascendence,predominance,0.4078909167902615
752,aerialist,ropewalker,0.4078909167902615
753,relocation,transportation,0.4078909167902615
754,relocation,change,0.4078909167902615
755,discovery,self-discovery,0.4078909167902615
756,palestinian,arab,0.4078909167902615
757,nondescript,person,0.4078909167902615
758,schnauzer,giant,0.16637500000000005
759,stimulus,stimulation,0.55
760,microbalance,balance,0.4078909167902615
761,stocker,animal,0.30250000000000005
762,authorship,initiation,0.4078909167902615
763,replacement,stand-in,0.55
764,replacement,supplanting,0.4078909167902615
765,bengali,ethnic,0.30250000000000005
766,transsexual,person,0.4078909167902615
767,sponsorship,support,0.4078909167902615
768,ejector,person,0.4078909167902615
769,ejector,mechanism,0.4078909167902615
770,rareness,scarcity,0.4078909167902615
771,lordship,authority,0.4078909167902615
772,lordship,title,0.4078909167902615
773,grinder,sandwich,0.4078909167902615
774,grinder,wisdom,0.03732456820453888
775,congeniality,friendliness,0.4078909167902615
776,congeniality,compatibility,0.4078909167902615
777,piquancy,spiciness,0.4078909167902615
778,piquancy,quality,0.4078909167902615
779,immobilizing,beat,0.09150625000000003
780,employment,state,0.4078909167902615
781,employment,populace,0.16637500000000005
782,protractor,drafting,0.006209875035030158
783,religiousness,piety,0.4078909167902615
784,religiousness,conscientiousness,0.4078909167902615
785,concert,settle,0.006209875035030158
786,concert,plan,0.06786285128097977
787,besieging,attack,0.12338700232905413
788,besieging,distress,0.09150625000000003
789,attendance,presence,0.4078909167902615
790,computer,expert,0.4078909167902615
791,computer,server,0.4078909167902615
792,irrelevance,inapplicability,0.4078909167902615
793,prisoner,internee,0.4078909167902615
794,syntax,system,0.55
795,syntax,structure,0.55
796,enhancement,improvement,0.4078909167902615
797,londoner,person,0.12338700232905413
798,predetermination,decision,0.4078909167902615
799,destabilization,change,0.55
800,pottery,lusterware,0.4078909167902615
801,pottery,trade,0.4078909167902615
802,virility,masculinity,0.4078909167902615
803,virility,maleness,0.4078909167902615
804,discordance,dissonance,0.4078909167902615
805,discordance,strife,0.4078909167902615
806,transvestite,person,0.4078909167902615
807,transvestite,homosexual,0.55
808,retraction,motion,0.4078909167902615
809,retraction,withdrawal,0.4078909167902615
810,explorer,diver,0.4078909167902615
811,concurrency,agreement,0.4078909167902615
812,concurrency,cooperation,0.4078909167902615
813,internationalism,scope,0.4078909167902615
814,internationalism,doctrine,0.4078909167902615
815,afghani,iranian,0.4078909167902615
816,animalism,doctrine,0.4078909167902615
817,animalism,disposition,0.4078909167902615
818,latinist,classicist,0.4078909167902615
819,punjabi,sanskrit,0.4078909167902615
820,punjabi,indian,0.4078909167902615
821,perfective,future,0.55
822,perfective,aspect,0.4078909167902615
823,apprenticeship,position,0.4078909167902615
824,reporter,reporter,1.0
825,houseful,containerful,0.4078909167902615
826,irreverence,evil,0.4078909167902615
827,snooper,eavesdropper,0.4078909167902615
828,researcher,fieldworker,0.4078909167902615
829,coinsurance,insurance,0.4078909167902615
830,micrometer,nanometer,0.55
831,micrometer,caliper,0.4078909167902615
832,postcode,address,0.30250000000000005
833,fastness,fast,0.020528512512496384
834,remainder,sell,0.03732456820453888
835,remainder,part,0.4078909167902615
836,marginality,position,0.4078909167902615
837,sidewinder,rattlesnake,0.4078909167902615
838,sidewinder,missile,0.4078909167902615
839,character,being,0.4078909167902615
840,character,scratch,0.22434000423464384
841,conjecture,hypothesis,0.55
842,allurement,temptation,0.4078909167902615
843,allurement,invitation,0.4078909167902615
844,extractor,forceps,0.4078909167902615
845,photographer,paparazzo,0.4078909167902615
846,perspective,eye,0.12338700232905413
847,perspective,point,0.30250000000000005
848,trilogy,trio,0.4078909167902615
849,poisoning,poison,0.12338700232905413
850,bobber,float,0.4078909167902615
851,portrayer,painter,0.4078909167902615
852,invariable,parameter,0.55
853,extraversion,sociability,0.4078909167902615
854,consciousness,knowing,0.4078909167902615
855,consciousness,self,0.4078909167902615
856,believing,feel,0.16637500000000005
857,inheritance,transfer,0.16637500000000005
858,archery,sport,0.4078909167902615
859,belligerence,hostility,0.4078909167902615
860,harmony,congruity,0.4078909167902615
861,harmony,music,0.4078909167902615
862,insurrectionist,young,0.16637500000000005
863,extraterrestrial,hypothetical,0.03732456820453888
864,murderer,killer,0.4078909167902615
